"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL205610";"";"None";"427.84";"1";"5.50";"18";"O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1ccccc1Cn1ccc2cnccc21";"IC50";"'='";"1250.0";"nM";"5.90";"";"";"UO_0000065";"13.80";"0.27";"0.40";"10.51";"0";"CHEMBL867220";"Inhibitory activity against VEGFR-1 using 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139022";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"1.25"
"CHEMBL380932";"";"None";"384.48";"0";"4.98";"15";"CC(C)(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)cc1";"IC50";"'='";"610.0";"nM";"6.21";"";"";"UO_0000065";"16.16";"0.29";"1.23";"10.39";"0";"CHEMBL867220";"Inhibitory activity against VEGFR-1 using 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139022";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.61"
"CHEMBL1766529";"";"None";"473.46";"0";"4.44";"21b";"CC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1768687";"Inhibition of Flt-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765011";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"10000.0"
"CHEMBL590109";"";"None";"425.52";"0";"4.40";"31a";"NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21";"IC50";"'='";"9000.0";"nM";"5.05";"";"";"UO_0000065";"11.86";"0.22";"0.65";"4.53";"0";"CHEMBL1073286";"Inhibition of FLT1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153138";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"9.0"
"CHEMBL2409781";"";"None";"448.51";"0";"4.13";"22a";"Cc1cc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)sc4n3)c2)n(C)n1";"IC50";"'='";"56.0";"nM";"7.25";"";"";"UO_0000065";"16.17";"0.31";"3.12";"6.53";"0";"CHEMBL2410839";"Inhibition of VEGFR1 (unknown origin) using biotinylated poly-GluTyr as substrate by AlphaScreen assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407020";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"56.0"
"CHEMBL569880";"";"None";"531.95";"1";"4.45";"19d";"C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCCOC";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"9.40";"0.18";"0.55";"4.73";"0";"CHEMBL1044061";"Inhibition of Flt1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154692";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"10.0"
"CHEMBL1095464";"";"None";"408.30";"0";"4.95";"5";"Cc1ccccc1Cc1cc2c(Nc3cccc(Br)c3)nc(N)nc2[nH]1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1112817";"Inhibition of VEGFR1 phosphorylation in human A498 cells after 10 mins by FLISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A498";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157126";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308425";"";"";"";"50.0"
"CHEMBL1095130";"";"None";"436.71";"1";"5.97";"9";"Nc1nc(Nc2ccc(Cl)cc2F)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1";"IC50";"'='";"70900.0";"nM";"4.15";"";"";"UO_0000065";"9.50";"0.20";"-1.82";"5.21";"0";"CHEMBL1112817";"Inhibition of VEGFR1 phosphorylation in human A498 cells after 10 mins by FLISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"A498";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157126";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3308425";"";"";"";"70.9"
"CHEMBL4163870";"";"None";"418.51";"0";"2.40";"50";"Cc1nc2c(c(Nc3c[nH]nc3C(=O)Nc3ccc(N4CCNCC4)cc3)n1)CCC2";"IC50";"'='";"220.19";"nM";"6.66";"";"";"UO_0000065";"15.91";"0.29";"4.26";"6.01";"0";"CHEMBL4155895";"Inhibition of human FLT1 by Hotspot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4152300";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"220.19"
"CHEMBL1200845";"HALCINONIDE";"4.0";"454.97";"0";"3.89";"HALCINONIDE";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909118";"DRUGMATRIX: Vascular Endothelial Growth Factor (VEGF) radioligand binding (ligand: [125I] VEGF)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307501";"";"";"";""
"CHEMBL401040";"";"None";"391.35";"0";"3.58";"43";"Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(OC(F)(F)F)cc1";"IC50";"'='";"730.0";"nM";"6.14";"";"";"UO_0000065";"15.68";"0.30";"2.56";"7.57";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.73"
"CHEMBL240455";"";"None";"375.35";"0";"3.70";"42";"Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)cc1";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"17.46";"0.33";"2.85";"9.12";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.28"
"CHEMBL238525";"";"None";"399.45";"0";"4.47";"22";"Cn1cnc(NCc2ccncc2)c1C(=O)Nc1ccc(Oc2ccccc2)cc1";"IC50";"'='";"4290.0";"nM";"5.37";"";"";"UO_0000065";"13.44";"0.24";"0.90";"6.62";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"4.29"
"CHEMBL238522";"";"None";"349.44";"0";"3.80";"20";"CC(C)c1ccc(NC(=O)c2c(NCc3ccncc3)ncn2C)cc1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"19.30";"0.35";"2.94";"9.39";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.18"
"CHEMBL203731";"";"None";"403.49";"0";"4.52";"13";"Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(C(C)(C)C)cc2)o1";"IC50";"'='";"890.0";"nM";"6.05";"";"";"UO_0000065";"15.00";"0.28";"1.53";"6.46";"0";"CHEMBL862190";"Inhibition of VEGFR1 by enzymatic assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139649";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.89"
"CHEMBL379888";"";"None";"390.87";"1";"5.60";"5";"COc1ccc2c(ccn2Cc2ccccc2C(=O)Nc2ccc(Cl)cc2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867220";"Inhibitory activity against VEGFR-1 using 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139022";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"10.0"
"CHEMBL382610";"";"None";"403.44";"0";"4.07";"42";"COc1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1OC";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"16.72";"0.31";"2.67";"7.09";"0";"CHEMBL864972";"Inhibition of VEGFR1 phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146931";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.18"
"CHEMBL205244";"";"None";"411.39";"1";"5.07";"33";"FC(F)(F)c1ccc(Nc2nnc(-c3cnccc3CCc3ccncc3)o2)cc1";"IC50";"'='";"670.0";"nM";"6.17";"";"";"UO_0000065";"15.01";"0.28";"1.10";"8.05";"0";"CHEMBL864972";"Inhibition of VEGFR1 phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146931";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.67"
"CHEMBL392986";"";"None";"375.35";"0";"3.70";"12";"Cn1cnc(NCc2cccnc2)c1C(=O)Nc1ccc(C(F)(F)F)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"10.0"
"CHEMBL238530";"";"None";"443.35";"0";"4.72";"31";"Cn1cnc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)c(C(F)(F)F)c1";"IC50";"'='";"580.0";"nM";"6.24";"";"";"UO_0000065";"14.07";"0.27";"1.52";"8.68";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.58"
"CHEMBL394020";"";"None";"409.80";"0";"4.35";"28";"Cn1cnc(NCc2ccncc2)c1C(=O)Nc1ccc(C(F)(F)F)c(Cl)c1";"IC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"15.95";"0.32";"2.19";"9.10";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.29"
"CHEMBL392987";"";"None";"391.35";"0";"3.58";"15";"Cn1cnc(NCc2ccncc2)c1C(=O)Nc1ccc(OC(F)(F)F)cc1";"IC50";"'='";"1150.0";"nM";"5.94";"";"";"UO_0000065";"15.18";"0.29";"2.36";"7.33";"0";"CHEMBL885899";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139078";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"1.15"
"CHEMBL523133";"";"None";"395.39";"0";"4.96";"8";"FC(F)(F)c1cccc(-n2cc(-c3ccccc3NCc3ccccn3)nn2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL960811";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153264";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"10.0"
"CHEMBL523320";"";"None";"409.42";"1";"5.27";"21";"Cc1ccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)cc1C(F)(F)F";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"17.00";"0.32";"1.69";"12.51";"0";"CHEMBL960811";"Inhibition of VEGFR1 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153264";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.11"
"CHEMBL527110";"";"None";"319.39";"0";"3.61";"16";"Nc1ccnc(/C=C/c2c(-c3ccccc3)nc3sccn23)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL995226";"Inhibition of recombinant Flt1 expressed in baculovirus-Sf21 system";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156614";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"100.0"
"CHEMBL377230";"";"None";"468.53";"1";"5.58";"20";"FC(F)(F)c1ccc2c(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)[nH]nc2c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"18.57";"0.35";"3.12";"13.63";"0";"CHEMBL862849";"Inhibition of VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138908";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.002"
"CHEMBL428534";"";"None";"396.47";"0";"4.21";"23";"COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCNCC1";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"15.52";"0.29";"1.94";"9.01";"0";"CHEMBL678756";"Inhibition of fms-like tyrosine kinase receptor (Flt-1) kinase activity at a concentration of 2 uM of ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135889";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"0.7"
"CHEMBL261592";"";"None";"388.44";"0";"4.14";"13, BMS-645737";"Cc1cc2cc(Nc3ncnn4cc(-c5nnc(C)o5)c(C(C)C)c34)cnc2[nH]1";"IC50";"'='";"268.0";"nM";"6.57";"";"";"UO_0000065";"16.92";"0.31";"2.43";"5.98";"0";"CHEMBL929423";"Inhibition of VEGFR1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145598";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"268.0"
"CHEMBL443921";"";"None";"352.42";"0";"1.91";"18";"O=C(NC1=CC2C=NNC2C=C1)c1nscc1NCc1ccncc1";"IC50";"'='";"1090.0";"nM";"5.96";"";"";"UO_0000065";"16.92";"0.33";"4.05";"6.53";"0";"CHEMBL1034023";"Inhibition of VEGFR1 assessed as blockade of pGAT-biotin phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136839";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"1.09"
"CHEMBL473268";"";"None";"412.82";"1";"5.07";"19";"O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1nscc1NCc1ccncc1";"IC50";"'='";"980.0";"nM";"6.01";"";"";"UO_0000065";"14.56";"0.30";"0.94";"8.98";"0";"CHEMBL1034023";"Inhibition of VEGFR1 assessed as blockade of pGAT-biotin phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136839";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"0.98"
"CHEMBL518867";"";"None";"477.54";"0";"3.80";"58";"COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)S(C)(=O)=O)cc1)c1ccccc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1017194";"Inhibition of human VEGFR1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137777";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";""
"CHEMBL377081";"";"None";"412.49";"0";"4.17";"24";"O=C(Nc1ccc(N2CCOCC2)cc1)c1ccccc1Cn1ccc2cnccc21";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"15.68";"0.28";"2.30";"10.89";"0";"CHEMBL867220";"Inhibitory activity against VEGFR-1 using 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139022";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.34"
"CHEMBL205401";"";"None";"341.41";"0";"4.65";"22";"Cc1ccccc1NC(=O)c1ccccc1Cn1ccc2cnccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867220";"Inhibitory activity against VEGFR-1 using 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139022";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"10.0"
"CHEMBL202682";"";"None";"388.86";"0";"4.90";"12";"O=C(Nc1ccc(Cl)cc1)c1ccccc1Cn1cc(-c2ccncc2)cn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL867220";"Inhibitory activity against VEGFR-1 using 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139022";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"10.0"
"CHEMBL207821";"";"None";"411.39";"1";"5.07";"10";"FC(F)(F)c1cccc(Nc2nnc(-c3cccnc3CCc3ccccn3)o2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL864972";"Inhibition of VEGFR1 phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146931";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"10.0"
"CHEMBL202011";"";"None";"354.41";"0";"4.49";"D";"O=C(Nc1cnc2ccccc2c1)c1ccccc1NCc1ccncc1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"19.18";"0.34";"2.31";"10.16";"1";"CHEMBL864972";"Inhibition of VEGFR1 phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146931";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.16"
"CHEMBL205639";"";"None";"427.39";"0";"4.95";"35";"FC(F)(F)Oc1cccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)c1";"IC50";"'='";"710.0";"nM";"6.15";"";"";"UO_0000065";"14.39";"0.27";"1.20";"7.15";"0";"CHEMBL864972";"Inhibition of VEGFR1 phosphorylation in presence of 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146931";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.71"
"CHEMBL4636995";"";"None";"466.57";"0";"3.59";"4";"COc1ccc(-c2cnn3c(N)c(-c4nccs4)c(OC4CCN(C)CC4)nc23)cc1OC";"IC50";"'>'";"11000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605801";"Inhibition of FLT1 (unknown origin) transfected in mouse Ba/F3 cells assessed as reduction in cell viability incubated for 48 hrs by brightglo-luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BaF3";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602715";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307634";"";"";"";"11.0"
"CHEMBL437889";"";"None";"429.83";"1";"6.01";"28";"O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccccc1Cn1ccc2cnccc21";"IC50";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"14.86";"0.29";"0.38";"13.61";"0";"CHEMBL867220";"Inhibitory activity against VEGFR-1 using 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139022";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.41"
"CHEMBL205413";"";"None";"428.83";"0";"4.85";"19";"O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1ccccc1Cn1ccc2ncnc-2c1";"IC50";"'='";"1160.0";"nM";"5.94";"";"";"UO_0000065";"13.84";"0.27";"1.09";"8.60";"0";"CHEMBL867220";"Inhibitory activity against VEGFR-1 using 2 uM ATP by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139022";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"1.16"
"CHEMBL2086732";"";"None";"352.40";"0";"4.06";"6l, (E/Z)-mixture";"Nc1ccc(C(=C2C(=O)Nc3ccccc32)c2nc3ccccc3[nH]2)cc1";"IC50";"'='";"371.0";"nM";"6.43";"";"";"UO_0000065";"18.25";"0.33";"2.37";"7.67";"0";"CHEMBL2090041";"Inhibition of N-terminal GST-tagged Flt1 using poly(Glu,Tyr) as substrate after 60 mins by alphascreen assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1868";"Vascular endothelial growth factor receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2086224";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"371.0"
